id,tweet,target
1351,for 3 days  I will improve the landscape of the my game   and make the pause menu with the ability to save and load,0
1352,Last play of my Raiders till August ,0
1353,So tired to blend in    pic.twitter.com S71Lb5dNeo,1
1354, SaidTheSky  DasEnergiFest  mitchell thayne Bro  you should be  smiling you re bring all of us smiles. Share the experience  together,0
1355,I have   but feel . ,1
1356, is serious  so let s treat it seriously. Don t just brush it off  tell someone  and if some one tells you  don t over react.,0
1357,You let me drown in my own tears which held everything I hated and regretted. I once loved you. How could you? ,0
1358,We are drowning in company but dying for companionship.,0
1359,Why doesn t Christmas last longer ?,0
1360,Thank God for grace ,0
1361,party tattoos by dodie has become my cheer up song  ®,0
1362,It s depressing because it s true      pic.twitter.com HNIl8JFKDx,0
1363,if jk realize what taehyung did can he do that to taehyung as a revenge? i would love to,0
1364,3rd step to overcoming  and  is to realise that you need to change something. Do the same things  get the same results,0
1365,I d never actually watched the whole of Ugly Betty so I watched it all & now I m depressed I need an ending  ,0
1366,Not having a good week,1
1367,If you re dealing with depression just remember you aren t alone talk to closes person who been there for you and trust you I know it s hard to speak up I ll try to help you too as much as I can to hear your problems,0
1368, shahidafridi37 at his best  Great to watch u go big sir.  tremendous hits  nDts boom boom Afridi  ç,0
1369,All of the outside Christmas decorations are put away  ,0
1370,I m now casting for potential  for my  Learning to swim  photography project about .  pic.twitter.com rnJp6UX2eV,0
1371,The sad thing when you lie all the time is that when you say the truth  it always sounds like a lie even to yourself.    ,0
1372,you all depression ever made you stay home and cancel plans for weeks  but then feel like you re going crazy cuz you re home all the time? ,1
1373,Always that shit  I m going to be single like 4 ever   pic.twitter.com PWlkFOYPrK,1
1374, JeannePaulShop  CrocBead This is such a pleasing color palette ,0
1375,Every time I fart my dog jumps in fear hahahaha yass,0
1376,I fw  ralofamgoon he don t hesitate to speak his mind,0
1377,Up early. Kicking ass and taking names.  offense.,0
1378,Feeling unappreciated.   I feel really crappy about myself right now.,1
1379,Would be ever so grateful if you could record Garden of Forgiveness gentleman  LukeGoss  mattgoss  amazing,0
1380,My nephew just told me I can t have a cookie. .,0
1381,This is a time of year that people are loneliest. Give that lonely person a call or SMS to let them know you care  ,0
1382,so my phones in rice because i dropped it in soup earlier  ,0
1383,Vin Diesel is pretty cool. I have seen him in that movie Riddick and Pitch Black too. He must work out or something.  smiles,0
1384,wen u post    one time  pic.twitter.com L8up5r4D7v,0
1385,the one who stayed,0
1386,Working with alergies is the most miserable shit in the world  miserable  alergies,1
1387,I didn t think it was your job to fix  Poverty . I think that if you and  were to  there would be a lot less  in the neighborhoods.,0
1388,Starting 5 positive things exercise again. It s just writing down 5 good things that happened. It helps with surviving bad days. ,0
1389,Join us for a chat over tea on the 26th of July  Friday at 05 00 PM to share your thoughts and inspire others on   from    Venue  Costa Rica  Bahria Phase 7 CUPSHUP    Where communities meet  opinions are valued and stories are heard   pic.twitter.com gdxq3FKZbK,0
1390, RuckMeFunning I d hope she has bigger things to fret over lol,0
1391,No  No  No       pic.twitter.com vpoZSMSbXL,0
1392,Woke up in a great mood  ready to get back to work   ,0
1393,Being on FaceTime to Chloe when sum1 dies on prison break and she goes into a full on emotional breakdown hahaha,0
1394, NathanSykes Happy Tuesday. I hope you have an amazing day. Proud of you &amp  blessed to know you. You make my world better by being in it. ,0
1395,Good morning  I hope you all have an amazing Wednesday.  wednesday  positivevvibes ,0
1396,I ll just say it  the US  has become so corrupt in it s  that there is a deep sense of  in America,0
1397,Omg doorbell ring and I thought it was him I hate anxiety attacks ,1
1398,Gutted  my slipped disk decided to come back last night led in bed on Christmas Day while my family having fun downstairs  ,1
1399,Make her burst into laughter bcs of you.,0
1400,Thankxxx God Mids of B.Ed Over But .  Finals of LL.B ahead   Starting of New Year with Examsss .,0
1501,Going to  BigApple tomorrow  Loving  NJTransit  commute  Wearing  khakis  whiteshirt  maybeblue  brownshoes  macys  joy  jealousyet? n usa,0
1502,You know  late night tv is thematic. Farmer s Only ads mixed in with some Asian chick in a Football jersey talking about Viagra. ,0
1503,   The solar eclipse was really cool   inspiring ,0
1504,Missing you this Christmas    pic.twitter.com QfzTBKqHpz,1
1505,I m very unhappy  I don t have a girlfriend  I don t have a Boyfriend and I don t Like where I live   ,1
1506,so had to restore my phone today all my beautiful memes and stickers are gone I feel like my son died.,0
1507,If you re feeling depressed know that your not alone. Know I see u  I hear u and I support you. Know that I am masters level trained therapist. Know that while it s ok to pray it s ok to seek Professional help too. Know that Black people men and women are not immune.   pic.twitter.com 91hb9sz8se,0
1508,Guys    I m  im leaving Twitter    Am blacking out   pic.twitter.com 2ZPKNJ2QzA,1
1509,I will choose to leave than to live ,1
1510,I can t believe the amount of junk food and how long it s lasted in my kitchen  sabitch,0
1511,psa  if you read while you re laying out you sort of forget about the boiling sun and the sweat poring down your face  ,0
1512,LEARNING TO LOVE YOURSELF IS THE HARDEST TASK YOU HAVE TO ACCOMPLISH IN LIFE FOR A LOT OF PEOPLE.  ,0
1513,I feel like I m annoying like Always ,1
1514,You hold my every moment you calm my raging seas you walk with me through fire and heal all my disease     ù  ù ,0
1515,My heart goes out to Steve in Corrie. Know where yr coming from mate ,0
1516,Just realized the last time I was someone s type  I was donating blood . ,0
1517,I feel like I m waiting for something that isn t going happen.    pic.twitter.com duO3xqIPNE,1
1518,There s no better way to relax than putting on a face mask  having a bath while drinking tea and listening to John Mayer  bliss,0
1519,Is it weird that my  and   turns bad when it comes to  ?,1
1520,It s as though being with her is depressing  but when we break up it lifts and I go back to the source of the . Hmm.,1
1521,I need to get to a place where I can separate my disconnects from reality. So far the drugs aren t helping much.  ,1
1522,Some people just need to learn how to  smile  Å and  laugh     live  life,0
1523,Instead of asking  blessing from GOD the Father  remain  engaged on  pilgrimage of remembrance. Never get  tired on spiritual pilgrimage.,0
1524,That she feels good  feels no pain  is happy. If there isn t  I ll probably never see her again. Unless there s some other side  like hell. How she may get to that side  I don t know how that would be. She was too much of a saint. ,1
1525,Infact if you keenly observe all religion haters  community haters are currently down with depression attack.,0
1526, At the root of every  is a kind of    a hopelessness  which springs from the fear that we are nothing and nobody  that nobody  loves us and wants us  that nothing good will ever again happen to us.,0
1527,Three blunts left then I have to re up  ,0
1528,i thought i was getting better    ,1
1529, It s all pointless     a statement a  brain would make. Non depressed brains would probably never come up with it  no matter how bad life was. Ultimately life does look pointless. But we re here. You & I. Alive. Now. Please grab onto life & hold on. ,0
1530,Laughter is vital medicine if you suffer  or . Have a giggle on me     ,1
1531,I could  ≠ rn I am so blessed with the friends I have  they support and love me through everything and I couldn t thank them enough  ≠ ,0
1532,im back lol  revenge,0
1533,Another  like drug that may hold out some hope for rapid treatment of  is lanicemine  Sanacora G  Mol Psychiatry. 2014 ,0
1534,Im so glad you can look at me and say Im ignorant  stuiped  and worthless. Its not like I wanted love and support from my mother ,1
1535,Just seeing school idols fills me with energy  makes me want to cheer for them and makes me also want to sing and dance together with them ,0
1536,Temp dropped  .sky dark n our birds went crazy in  pdx we enjoyed  SolarEclipse2017  amazing,0
1537,Granny s out  I shall eat chocolate to make myself feel better ,0
1538,Dick Gregory &amp  Jerry Lewis 2 greats who s creativity and imaginations brought smiles &amp  laughter to place not always illuminated. ,0
1539,That . I couldn t believe my luck. I was so excited to be with her. Or going to be with her again when I lived in Chandler and she lived in Spokane. We connected again through email. And we started talking and texting and emailing. I was so excited.,0
1540,Happy New Year to you all  Remember the power to make it you  a happy one  is in yourself  ,0
1541,watching that video and realizing that I ve gotten uglier  depressed,1
1542,Psalm 95 1 7 O come  let us sing to the †Lord  let us make a joyful noise to the rock of our salvation ,0
1543,you are supported  pic.twitter.com 4YrE8XNRtQ,0
1544,Cant wear makeup for a while ?,1
1545,Ya girl was really excited to sign up for informed delivery through USPS so I could see what fun stuff was coming in the mail . plot twist it s all just bills,0
1546, HUUEducation Thanks  Happy there are other sabbs here. Hope we can talk at lunch   ,0
1547,I just got off work I don t have any food at my house bc leaving tomorrow and McDonald s isn t even open right now,0
1548,Spread smiles around everywhere you go n spreadingsmiles  smiles  healtyliving  LaughOutLoud  happinessallaround,0
1549,no matter how many sad ghost man tears he s crying now  you are not entitled to forgiveness just because you re really sad now  ,1
1550,It really needs to start snowing,1
1551,cannot believe i finished all 6 seasons of gossip girl in a week  ,0
1552,Using one of my favorite movies of all time to express my feelings is sometimes .more just validation than healing  I suppose.   pic.twitter.com HzUFRLMgKC,1
1553,Having holiday for the first time in 4 5 years    and i hate it.   ,0
1554,Not making any plans to go out tonight is already proving to be a regrettable decision .  ,1
1555, Skinnytaste made your Chicken Tikka Masala w  cauliflower &amp  peas tonight. So delicious didn t even get a chance to snap a pic   delicious,0
1556,I thought this was supposed to be a happy time of year  but honestly this is always the most depressing time of the year. ,0
1557,The only causal factor in  that ties everyone together is an overwhelming feeling of . A kind word can save a life ,0
1558,It s sucks when you don t know what is wrong  but you know something is wrong. .   ,1
1559,U know what s very pathetic? The fact that I dearly miss my professors but they probably forgot about me already.  sad    ,1
1560,whats for  breakfast today ? i have 2 slices of  bread out i  toast them  spread them with  butter &amp   strawberry jem and yum  delicious  ,0
1561,It s not always the tears that measure the pain. Sometimes it s the smile we fake.,0
1562,You wanna know what is sad? Having a broken family while dealing with a broken heart.,1
1563,Why is it when girls got broken they cut their hair?   depression always got me here i ?,1
1564, . wear loose fitting clothing  which allows your skin to breath and prevents irritation in at risk areas  ,0
1565, pattonoswalt  EricaRoman  Amazing how folks are foaming at the mouth to judge. We re happy for you  pattonoswalt           ,0
1566, coachforward Respect breeds cooperation whereas fear breeds doubt. Well said,0
1567,A  happy woman is always .  A  beautiful woman      n womanhood  beingwoman.,0
1568,Happy holidays and Merry Christmas. It s a rough time if you are . I know. It will be over soon.,0
1569, people may have problems concentrating  remembering details or making decisions  and may contemplate  attempt or commit suicide.,0
1570,It s a good morning today and I m feeling lively    goodmorning  happy  lively,0
1571, RuthieeL &amp   EamonnHolmes are total entertainment on  thismorning  brilliant  sofunny  myfaves,0
1572,Despite the weather we are having  we shall be at the stall with hot food and drinks on Saturday. Come and say hello to the team   ,0
1573,Even  Pandar Molom  Is More Successful Than Me .,0
1574,We need a newspaper channel that shows only positive n inspirational stories.This period of  is awful why  album is apt,0
1575,It s a bit funny to me  although you re everything to me nsometimes I am no better than a stranger n Sing for you   ,0
1576,When your idol Julius is murdered by senators . ,0
1577,Hard to believe right now BUT there s a World waiting for your contribution JesusChristWillHelpYouAccomplishYourDream Ask  ,0
1578, MarcMero Happy Aniversary to you both  Hope you have a wonderful day ,0
1579, DiceMore I guess she got tired of her war on Tony that s been raging for about a year.,0
1580, FuthieMasina Lol nah u subscrib 4 R60 pm. N pay R3 each day thus anada R90 pm. Lol stream n use de app using ur data.  smiles,0
1581,never had a dull moment with u guys  ,0
1582,Believing in yourself is key in attaining what you want in your life.  start believing in yourself,0
1583,dark lucha truly is the best,0
1584,I wish for my Powers be multiplied and the Insight that I had into their understanding be made clearer  joy,0
1585, atrsya  You truly decide your own happiness  ,0
1586,It s only 7 20pm and I m off my tits on alcohol   ,1
1587, rhyshenllan  disabledsg yes I like the idea of it . Waiting for details   ,0
1588,Friends & family should be on your side when it comes to helping you manage & eventually beat . Being open about your illness with those close to you can help them understand what s going on for you  and why they may think you ve  not been yourself.  ,0
1589,Keep wondering how my life could ve turned out  if not shaped by certain . Feeling  & .,1
1590,Words are simply amazing people can twist them and make them say anything  
,0
1591,Be yourself. If you can t love who u are then how can u expect someone to  love u.    ,0
1592,You turned my world with a smile  and you take my heart with a kiss,0
1593,Realized that not ever having children has made me .,1
1594,The 1st thing I do when I m  is look up sad things. I think I need to be looking up happy things instead.  pic.twitter.com 7h5BkVZKB8,1
1595,I really just can t live life accepting the fact that Chris Pratt is married to someone else ,0
1596,Ugh. Woke up to the same acne covered face this morning . Yyayyy?,0
1597,Ever reach a point in your life when you realize you ll be broke in a couple years  and you just feel like IF MY BIG BREAK IS COMING  PLEASE LET IT BE NOW?   ,1
1598,May God grant us the ability to see His unfailing love fill the earth  è  Psalm33 5  awe,0
1599, blonderella26  Seahawksfan7777  Shitlery  afern alex  eugenegu  tonyposnanski  realDonaldTrump She s getting mad just like we like it  ,0
1600,Volunteering today with my cousin at a community centre putting on a spread for those alone at  Say no to  at  pic.twitter.com MJEHIwdpD5,0
1601, ThursdayThoughts The richest wealth is  Wisdom  the strongest weapon is  peace  the best security is  faith &amp  the best tonic is  laughter,0
1602,Walked outside and saw this nigga catchin the fade   pic.twitter.com DiqoKV0Eix,0
1603,. ,0
1604,The worst part of my life is .  Taking down the Christmas Decorations .I am now,0
1605,Wear a smile  one size fits all.  inspire  simple  simplethings  motivation   health  healthcare  relax  goals,0
1606,There are parts of you that wants the sadness. Find them out  ask them why,0
1607, CCfunkandsoul happy birthday mate  ù  hope you have an amazing day xx,0
1608,Just got some very unpleasant news about my uncle .I am so happy that Marijuana exists.,0
1609,I strongly believe in there if  for everyone. I haven t met it yet.,0
1610,Honesty & Bravery are wonderful traits. Traits of a great human.  Great humans triumph.   ,0
1611,this year was fuckd up I can t wait for it to be over I hated this year still depressed hard time getting over it.,1
1612,Making me so happy that I forget to be      and   . Thank you  baby,1
1613,Insomnia is common among the . In the typical pattern  a person wakes very early and cannot get back to sleep.,0
1614, note8  animated said pen. Amazing. Wife loves this one,0
1615,Morning all  Here s to a  wonderful  Wednesday with  warm  weather &amp   happy  holiday makers may the  sun  shine on  Cornwall  kernow  enjoy,0
1616,Music can be the worst or best thing    pic.twitter.com X3zNEgk9td,0
1617,    and  all serve very important roles in our lives. A much more important role that a positive tag line  designed in most part  to silence them  or you  e.g.  it could be worse     We aren t one size fits all.,0
1618,With nasal spray of  ketamine being introduced by end year it s administration will be safer. However it is pricey so IM IV ketamine will remain for treatment resistant .,0
1619,My night was amazing and awesome than it turned to shit really quickly,1
1620,I thought when your in relationships with someone they are suppose to help build you up not tear you down,1
1621,Completely sick    On my way to the hospital instead of a Christmas party ?,0
1622,   God  please help me.,1
1623,We re all  laughing  Eddie Izzard has begun  his probe  into fuzz wrongdoing involving the house of Osiris.,0
1624, OhVarsity is it ok if the opening to your podcast makes me sob happy tears,0
1625, ChickfilA has forever changed my life  ç  blessed,0
1626,Your smile could never make me frown.,0
1627,do you feel  ?  direct message me  i would love to interact with you guys ,0
1628,Don t glorify . Don t rationalize .  pic.twitter.com 9kcwhSIjeR,0
1629,this is one of those nights where I just want to get in my truck & drive  & think. ,0
1630,Genuinely and perfectly  happy,0
1631, Have no  fear of  perfection   you ll never reach it.     Salvador Dal≠  Agile  designthinking,0
1632,I m running out of time. I don t know what I m gonna do right now.,1
1633,When all you want to do is spend Christmas w. Your husband & mommy but none of that is possible so I ll drink for the next 2 days ,0
1634,something epic  out of a sense of  Sort of a desperation Through that desperation we feel we have nothing to lose,0
1635,very depressed rn . just got done crying my eyes out again   but feeling very masculine rn .    pic.twitter.com nLb1sEozuU,1
1636,Don t feel good at all right now    no one to talk to,1
1637,Just wish people understood mental illness   ,0
1638,i didnt get the ariana calendar.,0
1639,Am I drinking  and being  before going into work? You re damn right I am?,1
1640,Being back in my hometown  such little time I get for myself to be  as I truely am. Feel so choked by pretending I m okay.,1
1641, sanga wardene Probably  the way you converse .sounds funny  and I can t suppress a giggle.  ,0
1642,I m not go to the beach next week ,0
1643,Can t go back to sleep and I got work in 2 hours ,0
1644,NOOOO  One of my car speakers just blew out ,0
1645,These overwhelming emotions are too much,1
1646, ian beckett Have the most wonderful day Ian. ,0
1647,i got a place at that school and i start monday   i m so excited   even if it is just 3 days haha ,0
1648,I m gunna be on  streamate tommorow. This week was busy. Check out my  snapchat  shower  show on  premium  snap me  webcammodel,0
1649,Look at those U   like  Okja looks at  Mija   Be a  Mija &amp  help sum1 in need remem  ê   êæfeel just as we do   love  fear  longing and  pain,0
1650,People come and go  but life is simply about seeing who cares enough to stay. ,0
1651,Why did I have to run into the one person in thos world I don t wanna see today? I just want my peace  ,1
1652,Out drinking by myself self got that  feel today bois,1
1653,Been feeling so depressed today I think my problem is I have a big heart or maybe its the fact that I do care idk  ,1
1654,Good morning family to all of you who took the time to wish mom a HAPPY BIRTHDAY Thank you from my  ù  love you be blessed,0
1655,To be alone is lonely or freedom .   pic.twitter.com eqnKrbjoXr,0
1656,The Gateway to Freedom Kit when you need the tools to break  from    and keep going. pic.twitter.com WtML2wyu7y,0
1657,This is a tragic day lads ??   pic.twitter.com QvHVGfnJFZ,0
1658,I didn t know  that there existed such sheer and utter joy and contentment  as that which I am now experiencing.  grateful ,0
1659,fuck no  rita died. I don t even wanna finish dexter ,0
1660,I can be so emotional . Way too emotional  ,1
1661,it takes sadness to know happiness nabsence to value presence,0
1662,my whole day was spent in my p jays  its now 6 o clock and only now do i have to get dressed ,1
1663,Too much niggas knew where my mum lived so we moved her out   definitely one of the best feelings recently lol,0
1664,There are recipes for  porkchops w apple cider glaze but has anyone tried the meat steeped in the vinegar &amp   BBQ w hickory smoke?  delicious,0
1665,I hate when the person you have a crush on has a girlfriend boyfriend,0
1666, SandraOldfield I LOVE the comics   hilarious,0
1667,I wish I didn t feel like I bothered you all of the time  ,1
1668,Got to love when you can just power through the  workday and everything works out great   smiling from ear to ear today  happy,0
1669, Eclipe2017 An eclipse carries a large jolt of  energy. This one cut a wide swath across the United States.  Change  excitement  transition,0
1670,I have 2 cuts on my lips and I can t eat spicy food b c it burns     ,0
1671,2015 grand finale  Kalusha messes Phone and Laptop. ,0
1672, crimemma congratulations on becoming a senior lecturer  Well deserved ,0
1673,That dismissal has me looking for a strong drink   ,1
1674,Art hasn t tweeted lately because he lacks  access  and also access to ropes and sharp objects . He s .,0
1675,Right b4 Christmas & bf breaks the news he s not taking me 2  for my birthday,0
1676,talked about suicidal ideation with a friend last night.she confessed to having a plan of jumping off a bridge.I had no idea.,1
1677,how they seemed to be trying to get people who ask me to block them  but I m guessing it would be more like ,0
1678,When your days are grey and he gets the best of you .even when you don t want to.,1
1679,Late dinner with my dad and fam in the mountains. I m having an appetizer consisting of pop tarts and coffee.  delightful,0
1680,Oh yeah  it feels so good to be alive and alone here in my joint  Thank God   excitement   ∏,0
1681,Great start. Exciting new innovation = new challenges.  VisaSecurity  VSS2017  brilliance,0
1682,Well that was lovely.   Checked church Facebook page and I ve been given a five star review for Sats wedding.  bashful ,0
1683,properly n also i am super  i jus wanna deactivate again,0
1684,only exists in a brain that ACCEPTS IT pic.twitter.com bfLLvZRwmn,0
1685,it sucks that my phone got formatted earlier and all contacts and apps are gone  ,1
1686,I can t afford to be unhappy. I ve made it this far and there isn t anything or anyone that s going to take my happiness away.,0
1687,When they end your favourite tv show with the main character dying    ,0
1688,I can not watch  BobsBurgersFOX  on my lunch anymore. I am laughing way too much by myself for this to be acceptable.  crazylady ,0
1689,I don t want this year to be over ,1
1690,just so depressed anymore pic.twitter.com rcv1I6pAk7,0
1691,11 more  til I can stop feeling  I hate ,0
1692,2nd time this week I received services for free. It pays to be nice   kindness  friendliness  bekind  smile,0
1693,I love the nightmare before Christmas and Hercules so much,0
1694, NJ 1288 To spread some cheer in your colleagues otherwise dull life? It s like  hey dude u got no chills  here have some email   ,0
1695,My Hoosiers and Cards both lost today AND the sun has been out 2x in the past 13 days    ,0
1696,You get  because you know that you re not what you should be .,0
1697,Holiday  and  is common. Design your own holiday celebration. pic.twitter.com F8MfTFqqIQ,0
1698,First breakdown at work     more to come ill bet money on it ,1
1699,Now playing     on Total Dance,0
1700,Today is your day .  nSoar your spirit.  nUnfurl your joy  nWishing you all a bright week  n  BloodyCrayonsSpecialScreening,0
1701,I love a bright life apart from any darkness and toxicity. Plenty of light and colours  smiles and good feelings  a healthy life çÇ,0
1702,I want to leave Depression in 2015  I m bored of it now. I m dragging my black dog out for another run,1
1703,When i have nobody to talk to. Nobody to rely on. Trap in my own space. Living becomes so meaningless ?,1
1704, MerkTheWorld This thread is hilarious    ,0
1705,ive comed to realize that im never gonna get 1 5  ,0
1706,This is legit one of the coolest experiences of our lifetime.  amazing  solareclipse,0
1707,You always find the most comfortable position in bed after the alarm goes off,0
1708, itsjordansroom Good morning to you too young lady hope your Tuesday s terrific,0
1709,The worst kind of grief  screaming crying  is when it s for no reason other than voices in your head and chemicals in your brain ,1
1710,I dreamt the other day when I would see her again and be with her. At least see her again. I finally got to in 2007. It took us two weeks to decide we loved each other still . looking at the old emails. Or less than two weeks  I don t know. ,1
1711,Eeyore was my favourite Winnie the Pooh character growing up  now I understand why ?,0
1712,Best day of my life where my 19 year old bestie scared away a 22 year old thug  amazing  inspiring  mongay,0
1713,Youve lost weight howd you do it?  Depression fueled apathy toward food and life in general.  I havent tried that yet  ?,1
1714,Keep a relentless eye on your goals  Perseverance  joyful dedication  and unwavering focus will get you  AmyLeighMercree,0
1715,Deeply saddened about Carrie Fisher and Debbie Reynolds passing. My heart goes to their family and friends.  ,0
1716, Liz Hanbury Oh no  jumper on again  has it turned colder?  Have a terrific day ,0
1717,how do people cry happy tears? i guess i ve never really been truly happy?,1
1718,New Years Eve  The night I dread and dislike the most particularly at the moment. ,0
1719,When you re on a diet and your whole family orders pizza. ,0
1720,Everyone is a thief its just a matter of who is near the money basket.   ,0
1721,EdGy DepReSsEd TeEnAgEr  blacked out my pfp  pic.twitter.com bsqBWkKqZP,0
1722, Villesportslaw You are way late to the party my friend. We were all over this yesterday .  hilarious,0
1723,1st shopping experience with  paytm  what a disappointment  Product still not shipped &amp  they might cancel the order now.  unhappy  Paytmcare,1
1724,Welcome new followers  GibbonWa  Halmarun  CleanFaceSkin We will mostly be talking  happiness &amp   ethicalfashion Happy to connect   ,0
1725,More snow in Boise than here in the AK ,0
1726,I m the most  person whn i am at home i guess cuz thn u huv enough time to think abt all the nonsense  ,1
1727,Don t ever frown upon someone chasing a dream. Remember you were once chasing one too. HUMILITY   ,0
1728,Reject . Turn off your tv s or media emitting PsyOps sentiment analysis algorithms of hopelessness. Choose  ,0
1729,I am so ready for an  adventure starting to get  bored and  restless need a buddy to  explore with someone who likes to do new things,0
1730,Nobody has ever felt as bad I feel today  ,1
1731,I was at my aunt s  all happy with my cousins and no music. My dad picks me up and he starts arguing with me now I need my music ,0
1732,Perpetrators admit that it was never the fault of the victim.  Scarred and faultless are the victims of sexual violation. ,0
1733,If you have NEVER experienced   you can t pass & shouldn t be passing  on decisions people make out of hopelessness & utter desperation.  Trust me  I know    to the hopeless  they ll buy it ,0
1734,YOU MIGHT BE TRYING TO FILL THE VOID IN YOUR  HEART WITH ALL SORTS OF THINGS BUT THAT PLACE BELONGS TO JESUS CHRIST  music  worry  love  SMM,0
1735, chuckwoolery I Feel sick reading this  when does it end?  dread  civil war?  sad,1
1736,This ruined my whole Sunday ,0
1737, it will be alright   pic.twitter.com 9yAw9Ze9BT,0
1738,I m stuck in a situation   Wanna get rid of this but ways are closed   Trapped       ,0
1739,You can be discouraged by failure or you can learn from it.    Thomas J. Watson  motivationalquote  success,0
1740,The fourth day you didn t refill your medication because the price was too exorbitant  even with a coupon.   returns,1
1741, superdupertashy What s with the frown? Cheer up ,0
1742,Wish I was one of those girls that has a dad that would do anything for them  not a jerk of a sperm donor ,1
1743,Everyday I can t wait to sleep ,1
1744, AngelaKochuba Thanks for following  Have a  joyful day ,0
1745,Start rehearsals for RSC Open Stages Macbeth next Sunday  Should be good if I can get in the mood  ,0
1746,Woke up looking at my poor shattered phone ,0
1747,when you try your best but you don t suceed  Sad  alone  tears  b  bored  boredtodeath,1
1748,  freedrugrehabs  Addiction goes beyond drugs and alcohol. When you re   anything has the potential to control your life ben there,0
1749,My joy is not so light that I will allow Mondays shenanigans to take it away. Hello Tuesday I greet you with a smile,0
1750,Deer season has flown by this year . ,0
1751,The enjoyment of seeing the same thing your ex did to you happen to them   karma     whatgoesaroundcomesaround,0
1752,My dads big day is only less than 2 weeks away.    excited,0
1753,Working New Year s Eve  Not going to Newcastle tomorrow ,0
1754,Its hard to fix my life when I m surrounded by negativity 24 7  ,1
1755,My dad beating my mom Me in the other room trying to distract my siblings so they can t  hear my mom crying   pic.twitter.com oJDoPee3AB,1
1756,Sometimes we need to revisit old places of pain to heal. ,0
1757,This algorithm can guide management of the next  or Suicidal patient you see in your ED.  covers this complicated and critical Chief Complaint. pic.twitter.com z3EKgdKzY0,0
1758, Two legged stool sample .  humor  serious  comedy,0
1759,Sadness overcomes. Darkness beats light. Numbness is relief.  ,1
1760,I want some dick. ,0
1761,Damn I don t wanna go to work.     lmao,0
1762,If I did not have to work  I would lay in bed all and talk to no one. ,1
1763, is a harsh illness I m a sufferer n wen your at your lowest it s hard to get back up again if u do have depression tell someone,1
1764,Anybody wanna switch places with me and go back to Hawaii tomorrow? ,0
1765,Just gunna sit here and chew til my gums bleed  ,1
1766,When Austin lets u take a rest day  tears  happy  crying  amazing  bestdayever  kindasad  cantfeelmyarms  actuallydieing,0
1767,Life is a privilege. Don t waste it on the b.s. emotion of . Celebrate life s silver linings  be parent and inspired.,0
1768,We can never allow degradation of self so low by external events that we as human beings ever give up or give in to feeling .  ,0
1769,112,0
1770,So my blood pressure is back up,1
1771,I managed a continuous 118 day remission in  in 2016 though it was preceded by one of the longest&toughest episodes of depression,0
1772,Well I ve made the step towards a better 2015 by admitting I need help ,1
1773,Doing absolutely fuck all tonight     ,1
1774,I always love my family  I always love you as my sister  but not anymore. You are not the same.   ,0
1775, damn blizzard in rankin making me wait longer to see my babe ?,0
1776,Never underestimate yourself   you might be the little voice of reason   do  good  believe  rise  communicate  respect  love  everyone   ,0
1777,I don t know why these whole things are happening to me. I feel so  and . I don t know what to say to my parents too. ,1
1778,I wish I wasn t so emotionally all over the place. I feel bad 4 people who have 2 deal with me. I m such a fuck up .,1
1779,Bless me O friends for I ve burst the bubble of  happiness &amp  replaced it with  contentment. n nEcstasy of the  unstrucksound is pure  Bliss ,0
1780,I m ready to jus turn my phone off ,0
1781,better care about yourself than about others because others wont care about you  lonely  sad  depressed,1
1782, Dems after Kerry s speech  pic.twitter.com FpduyGjA7M,0
1783,I need a job  Sick of Fredericton. Got to head west like everyone else   ,1
1784,Beautiful morning at the beach on Anna Maria Island with my wife.  vacation  blessed  happy,0
1785,Can t believe I m gonna end this year feeling like.   ,1
1786,Perhaps she s the ghosts of past  present & future  all rolled into one. But then there might be hope  & I m not sure there is ,0
1787, s  is our . What s yours?,0
1788,What a blah day    pic.twitter.com sQaReKF3Ly,0
1789,New year s eve is so sad to me because it s when my most beloved band split up.   ,0
1790,My phone is now strictly for music  memes  twitter  and YouTube bcx nobody calls or texts me,1
1791,Thx  DirectEnergy for hosting us  StampedeShaker   my boys  TomCochraneMUS  Trooper  Sloanmusic  ç  great  nite,0
1792,Personally  I do not have the  energy  to celebrate Christmas        ,1
1793, NoBetterFeelingThan teetering right on the edge  n n joy  pleasure  happiness  bliss  anticipation,0
1794,My boyfriend told me he is tired of my shit. I keep on hearing that sentence out of a big fight. No one realizes that i don t want this shit. I was raped by two men when i was 15. And i found out my dad isn t my real dad. My real dad wanted me aborted,1
1795,I couldn t be with people and I didn t want to be alone.,1
1796,Holding a  grudge is like allowing someone to  live  rent  free in your  head  WednesdayWisdom  MotivationalQuotes,0
1797,The real question is  why isn t he worth the investment as a long term romantic partner?,0
1798,Went to see The Big Short.,0
1799,Happy New Year from    We hope it is a year filled with joy and that we can work together to tackle  in Australia  pic.twitter.com zMsgPqkfbi,0
1800,134  .  .  .,0
1801,Victoria secret has a sale but my wallet is dry ,1
1802,I spent hundreds of dollars on makeup online to cover my ugly face       ,1
1803,148 www,0
1804,I saw a wiener dog last night and I didn t pet it    ,0
1805,Difficult roads often lead to Beautiful destinations   keepgoing  keeppushing  startsomewhere  key  start,0
1806,don t tell me to cheer up  w no friends  i want to see   no gf  no pets  i m prob more  than u are  ,1
1807,Talk about a roller coaster season. ,0
